,name,latitude,longitude
745,Mocho-Choshuenco,-39.927,-72.027
746,Moekeshiwan [Lvinaya Past],44.608,146.994
747,Moffett,51.944,-176.747
748,Mojanda,0.13,-78.27
749,Mombacho,11.826,-85.96799999999998
750,Momotombo,12.422,-86.54
751,Monaco Bank,37.6,-25.88
752,Mono Craters,37.88,-119.0
753,Mono Lake Volcanic Field,38.0,-119.03
754,Monowai,-25.887,-177.188
755,Montagu Island,-58.42,-26.33
756,Monte Burney,-52.33,-73.4
757,Morne aux Diables,15.612,-61.43
758,Morne Diablotins,15.503,-61.397
759,Morne Plat Pays,15.255,-61.341
760,Morne Trois Pitons,15.37,-61.33
761,Morne Watt,15.307,-61.305
762,"Morning, Mount",-78.5,163.53
763,Moua Pihaa,-18.325,-148.525
764,Mousa Ali,12.47,42.4
765,Moutohora Island,-37.858,176.98
766,Moyorodake [Medvezhia],45.389,148.838
767,Moyuta,14.03,-90.1
768,Muhavura,-1.383,29.678
769,Musuan,7.877000000000002,125.068
770,Mutnovsky,52.449,158.196
771,Nabro,13.37,41.7
772,Namarunu,1.98,36.43
773,Naolinco Volcanic Field,19.67,-96.75
774,Natib,14.72,120.4
775,Nazko,52.9,-123.72
776,Nejapa-Miraflores,12.12,-86.32
777,Nemo Peak,49.57,154.808
778,Nemrut Dagi,38.654,42.229
779,Nevado Anallajsi,-17.92,-68.92
780,Nevado Chachani,-16.191,-71.53
781,Nevado de Incahuasi,-27.033,-68.296
782,Nevado de Longaví,-36.19300000000001,-71.161
783,Nevado de los Piuquenes,-33.52,-69.83
784,Nevado de Toluca,19.108,-99.758
785,Nevado del Huila,2.93,-76.03
786,Nevado del Ruiz,4.892,-75.324
787,Nevado del Sajama,-18.1,-68.88
788,Nevado del Tolima,4.658,-75.33
789,Nevado Queva,-24.309,-66.732
790,Nevados Casiri,-17.47,-69.813
791,Nevados de Caburgua,-39.17,-70.53
792,Nevados de Chillan,-36.863,-71.377
793,Nevados Firura,-15.23,-72.63
794,Nevados Ojos del Salado,-27.109,-68.541
795,Nevis Peak,17.15,-62.58
796,Newberry,43.722,-121.229
797,Newer Volcanic Province,-37.77,142.5
798,Ngaoundere Plateau,7.25,13.67
799,Ngozi,-8.988999999999997,33.554
800,Nightingale Island,-37.42,-12.48
801,Nishihitokappuyama,44.833,147.342
802,Nisyros,36.586,27.16
803,North Gorda Ridge Segment,42.67,-126.78
804,North Island,4.07,36.05
805,Northern EPR-Segment RO2,16.55,-105.32
806,Northern EPR-Segment RO3,15.83,-105.43
807,Northern Mendoza Volcanic Field,-34.67,-69.0
808,Nosy-Be,-13.32,48.48
809,Novarupta,58.27,-155.157
810,Nunivak Island,60.02,-166.33
811,Nyambeni Hills,0.23,37.87
812,Nyamuragira,-1.408,29.2
813,Nyiragongo,-1.52,29.25
814,Nylgimelkin,57.97,160.65
815,O&#039;a Caldera,7.47,38.58
816,Ocaña,-20.58,-68.45
817,Odamoisan [Tebenkov],45.026,147.922
818,Okataina,-38.12,176.5
819,Okmok,53.43,-168.13
820,Oku Volcanic Field,6.25,10.5
821,Ol Doinyo Eburru,-0.65,36.22
822,Ol Doinyo Lengai,-2.764,35.914
823,Ol Kokwe,0.62,36.075
824,Olca-Paruma,-20.939,-68.413
825,Olkaria,-0.904,36.292
826,Olkoviy Volcanic Group,52.02,157.53
827,Ollagüe,-21.3,-68.18
828,Olot Volcanic Field,42.17,2.53
829,Opala,52.543,157.339
830,Oraefajokull,64.0,-16.65
831,Orosí,10.98,-85.473
832,Osorno,-41.105,-72.49600000000002
833,Ostanets,52.146,157.322
834,Ostry,58.18,160.82
835,Otdelniy,52.22,157.428
836,Ozernoy,5.88,157.38
837,Pacaya,14.380999999999998,-90.601
838,Paco-Maniayao,9.593,125.52
839,Paka,0.92,36.18
840,Palena Volcanic Group,-43.78,-72.47
841,Pali-Aike Volcanic Field,-52.082,-69.69800000000001
842,Palinuro,39.48,14.83
843,Palomo,-34.608000000000004,-70.295
844,Pampa Luxsar,-20.85,-68.2
845,Panarea,38.63,15.07
846,Panay,13.723,120.893
847,Paniri,-22.059,-68.22800000000001
848,Pantelleria,36.77,12.02
849,Papandayan,-7.32,107.73
850,Papayo,19.308,-98.7
851,Parinacota,-18.166,-69.142
852,Parker,6.113,124.892
853,Patah,-4.27,103.3
854,Patilla Pata,-18.05,-69.03
855,Patoc,17.147000000000002,120.98
856,Patuha,-7.16,107.4
857,Paulet,-63.57899999999999,-55.78
858,Pavlof,55.417,-161.894
859,Pavlof Sister,55.457,-161.85399999999996
860,Payún Matrú,-36.422,-69.241
861,Peinado,-26.623,-68.116
862,Pelée,14.809,-61.165
863,Pendan,-2.82,102.02
864,Penguin Island,-62.1,-84.93
865,Perbakti-Gagak,-6.75,106.7
866,Petacas,1.666,-76.814
867,Peter I Island,-68.85,-90.58
868,Peuet Sague,4.914,96.329
869,Pico,38.47,-28.4
870,Pico de Orizaba,19.03,-97.27
871,Pico Fracture Zone,38.75,-38.08
872,Picos Volcanic System,37.78,-25.67
873,Piedra Parada,-26.4,-68.75
874,Piip,55.42,167.33
875,Pinacate,31.772,-113.498
876,Pinatubo,15.13,120.35
877,Pino Hachado,-38.679,-70.814
878,Piratkovsky,52.113,157.849
879,Piton de la Fournaise,-21.244,55.708
880,Planchón-Peteroa,-35.223,-70.568
881,Platanar,10.3,-84.366
882,"Pleiades, The",-72.67,159.5
883,Plosky,55.2,158.47
884,Plosky,57.83,160.25
885,Poás,10.2,-84.23299999999998
886,Pocdol Mountains,13.05,123.958
887,Pogranychny,56.85,159.8
888,Popa,20.92,95.25
889,Popocatépetl,19.023,-98.622
890,Poquis,-23.02,-67.05
891,Porak,40.028,45.74
892,Porquesa,-19.958,-68.73
893,Potor,-23.2,-67.67
894,Prestahnukur,64.6,-20.58
895,Prevo Peak,47.02,152.12
896,Prince Edward Island,-46.63,37.95
897,Protector Shoal,-56.014,-28.246
898,Puelche Volcanic Field,-35.78,-70.48
899,Pular,-24.188,-68.054
900,Pulau Weh,5.82,95.28
901,Pulosari,-6.3420000000000005,105.975
902,Pululagua,0.038,-78.46300000000002
903,Punta Púlpito,26.517,-111.444
904,Puntiagudo-Cordón Cenizos,-40.969,-72.264
905,Puracé,2.32,-76.4
906,Purico Complex,-23.0,-67.75
907,Putana,-22.557,-67.85300000000001
908,Puyehue - Cordon Caulle,-40.59,-72.117
909,Puyuhuapi,-44.3,-72.53
910,Qal&#039;eh Hasan Ali,29.4,57.57
911,Qualibou,13.83,-61.06
912,Quetena,-22.25,-67.42
913,Quetrupillan,-39.5,-71.7
914,Quezaltepeque,14.57,-89.45
915,"Quill, The",17.477999999999998,-62.96
916,Quilotoa,-0.85,-78.9
917,Quimsachata,-14.2,-71.33
918,Quinchilca,-39.68,-72.008
919,Ragang,7.7,124.5
920,Raikoke,48.292,153.25
921,Rainier,46.853,-121.76
922,Rajabasa,-5.78,105.625
923,Rakkibetsudake [Demon],45.5,148.85
924,Ranau,-4.83,103.92
925,Raoul Island,-29.27,-201.92
926,Rasshua,47.77,153.02
927,Raususan [Mendeleev],43.979,145.733
928,Recheschnoi,53.157,-168.53900000000004
929,Reclus,-50.964,-73.585
930,Redoubt,60.485,-152.74200000000005
931,Reporoa,-38.42,176.33
932,Resago,-36.45,-70.92
933,Reventador,-0.077,-77.656
934,Reykjanes,63.88,-22.5
935,Rincón de la Vieja,10.83,-85.324
936,Río Murta,-46.17,-72.708
937,Risco Plateado,-34.917,-69.98100000000001
938,"Ritmann, Mount",-73.45,165.5
939,Robinson Crusoe,-33.658,-78.85
940,Rocard,-17.662,-148.586
941,Rochaculla-Inca Camacha,-18.8,-68.3
942,Romanche Fracture Zone,-0.433,-19.596
943,Romanovka,55.65,158.8
944,Romeral,5.2029999999999985,-75.363
945,Rota,12.55,-86.75
946,Rotorua,-38.08,176.27
947,Roundtop,54.8,-163.589
948,Royal Society Range,-78.25,163.33
949,Ruapehu,-39.28,175.57
950,Rucharuyama,45.25,148.35
951,Rudakov,45.874,149.819
952,Rumble II West,-35.353,178.52700000000004
953,Rumble III,-35.745,178.47799999999995
954,Rumble IV,-36.13,178.05
955,Rumble V,-36.142,178.196
956,Rungwe,-9.135,33.67
957,Ruruidake [Smirnov],44.45399999999999,146.139
958,Saba,17.63,-63.23
959,Sabalan,38.268,47.835
960,Sabancaya,-15.787,-71.857
961,Sahand,37.75,46.43
962,Sairecábur,-22.72,-67.892
963,Sala y Gómez,-26.47,-105.47
964,Salak,-6.72,106.73
965,Salton Buttes,33.2,-115.62
966,Samsari Volcanic Center,41.542,43.7
967,San Borja Volcanic Field,28.5,-113.75
968,San Carlos,3.35,8.52
969,San Cristóbal,12.702,-87.00399999999998
970,San Diego,14.27,-89.48
971,San Félix,-26.294,-80.112
972,San Francisco,-26.9,-68.27
973,San Francisco Volcanic Field,35.347,-111.678
974,San Joaquin,3.35,8.63
975,San Jorge,38.65,-28.08
976,San José,-33.789,-69.895
977,San Martín,18.57,-95.2
978,San Miguel,13.434,-88.26899999999998
979,San Pablo Volcanic Field,14.12,121.3
980,San Pedro-Pellado,-35.98900000000001,-70.84899999999998
981,San Pedro-San Pablo,-21.888,-68.391
982,San Quintín Volcanic Field,30.468000000000004,-115.996
983,San Salvador,13.734000000000002,-89.294
984,San Vicente,13.595,-88.837
985,Sand Mountain Field,44.38,121.93
986,Sanford,62.22,-144.13
987,Sanganguey,21.45,-104.73
988,Sangay,-2.005,-78.34100000000002
989,Santa Ana,13.853,-89.63
990,Santa Isabel,3.58,8.75
991,Santa Isabel,4.8180000000000005,-75.365
992,Santa Maria,14.755999999999998,-91.552
993,Santo Tomas,14.71,-91.479
994,Santo Tomas,16.33,120.55
995,Santorini,36.404,25.396
996,Sao Vicente,16.85,-24.97
997,Sara Sara,-15.33,-73.45
998,Sarik-Gajah,0.08,100.2
999,Sarychev Peak,48.092,153.2
1000,Sashiusudake [Baransky],45.1,148.019
1001,Satah Mountain,52.47,-124.7
1002,Saunders,-57.8,-26.483
1003,Schmidt,54.92,160.63
1004,Seal Nunataks Group,-65.03,-60.05
1005,Sedankinsky,57.27,160.08
1006,Segererua Plateau,1.57,37.9
1007,Segererua Plateau,1.57,37.9
1008,Seguam,52.315,-172.51
1009,Segula,52.015,178.136
1010,Sekincau Belirang,-5.107,104.317
1011,Semisopochnoi,51.93,179.58
1012,Serdán-Oriental,19.27,-97.47
1013,Sergief,52.05,-174.95
1014,Sete Cidades,37.87,-25.78
1015,Seulawah Agam,5.448,95.658
1016,Severny,58.28,160.87
1017,Sharat Kovakab,36.53,40.85
1018,Shasta,41.409,-122.193
1019,Sheveluch,56.653,161.36
1020,Shirinki,50.2,154.98
1021,Shishaldin,54.756,-163.97
1022,Shisheika,57.15,161.08
1023,Shishel,57.45,160.37
1024,Sibualbuali,1.556,99.255
1025,Sierra la Primavera,20.62,-103.52
1026,Sierra Negra,-0.83,-91.17
1027,Sierra Nevada,-38.58,-71.58
1028,Sierra Nevada,-26.48,-68.58
1029,Sikhote-Alin,47.0,137.5
1030,Silali,1.15,36.23
1031,Silay,10.77,123.23
1032,Silver Lake,40.731,-121.841
1033,Silverthrone,51.43,-126.3
1034,Sinabung,3.17,98.392
1035,Sinarka,48.875,154.175
1036,Singkut,3.248,98.501
1037,Singu Plateau,22.7,95.98
1038,Siple,-73.43,-126.67
1039,Slamet,-7.242000000000001,109.208
1040,Snaefellsjokull,64.8,-23.78
1041,Snegovoy,58.2,160.97
1042,Snezhniy,58.02,160.8
1043,Snowy Mountain,58.33600000000001,-154.68200000000004
1044,Soche,0.552,-77.58
1045,Socompa,-24.396,-68.24600000000001
1046,Socorro,18.78,-110.95
1047,Soda Lakes,39.53,-118.87
1048,Soda Lakes,39.53,-118.87
1049,Sodore,8.43,39.35
1050,Solimana,15.4,-72.9
1051,Sollipulli,-38.97,-71.52
1052,Sordo Lucas,-34.986999999999995,-70.456
1053,Sorikmarapi,0.6859999999999999,99.539
1054,Sotará,2.108,-76.592
1055,Soufrière Guadeloupe,16.044,-61.664
1056,Soufrière Hills,16.72,-62.18
1057,Soufrière St. Vincent,13.33,-61.18
1058,South Island,2.63,36.6
1059,Southern Thule,-59.442,-27.225
1060,Spectrum Range,57043.0,-130.68
1061,Spokoiny,58.13,160.82
1062,Spurr,61.299,-152.251
1063,Srednii,47.6,140.92
1064,St. Catherine,12.15,-61.67
1065,St. Helens,46.2,-122.18
1066,St. Michael,63.45,-162.12
1067,St. Paul,-38.72,77.53
1068,St. Paul Island,57.18,-170.3
1069,Steamboat Springs,39.375,-119.72
1070,Stellar,58.43,-154.4
1071,Stepovak Bay 2,55.913,-160.041
1072,Stepovak Bay 3,55.929,-160.002
1073,Stepovak Bay 4,55.95399999999999,-159.797
1074,Stromboli,38.789,15.213
1075,Sturge Island,-67.4,164.83
1076,Suchitán,14.4,-89.78
1077,Sumaco,-0.5379999999999999,-77.626
1078,Sumbing,-2.414,101.728
1079,Sumbing,-7.383999999999999,110.07
1080,Sundoro,-7.3,109.992
1081,Sunequera,-21.98,-67.23
1082,Suoh,-5.25,104.27
1083,Suswa,-1.175,36.35
1084,SW Usangu Basin,-8.75,33.8
1085,Taal,14.002,120.993
1086,Taapaca,-18.1,-69.5
1087,Taburete,13.435,-88.53200000000002
1088,Tacaná,15.132,-92.109
1089,Tacora,-17.72,-69.77
1090,Taftan,28.6,61.13
1091,Tahalra Volcanic Field,22.67,5.0
1092,Tahual,14.43,-89.9
1093,Tajumulco,15.043,-91.903
1094,Takahe,-76.28,-112.08
1095,Takawangha,51.87300000000001,-178.00599999999997
1096,Talagabodas,-7.207999999999998,108.07
1097,Talakmau,0.079,99.98
1098,Talang,-0.978,100.679
1099,Tambo Quemado,-18.62,-68.75
1100,Tampomas,-6.77,107.95
1101,Tana,52.83,-169.77
1102,Tanaga,51.885,-178.146
1103,Tandikat-Singgalang,-0.39,100.331
1104,Tangaroa,-36.321,178.028
1105,Tangkubanparahu,-6.77,107.6
1106,Tao-Rusyr Caldera,49.35,154.7
1107,Taranaki [Egmont],-39.3,174.07
1108,Tarso Toh,21.33,16.33
1109,Tarso Tousside,21.03,16.45
1110,Tarso Voon,20.92,17.28
1111,Taryatu-Chulutu,48.17,99.7
1112,Tat Ali,13.284,41.063
1113,Tata Sabaya,-19.13,-68.53
1114,Taunshits,54.528,159.804
1115,Taupo,-38.82,176.0
1116,Teahitia,-17.564,-148.821
1117,Tecapa,13.494000000000002,-88.50200000000002
1118,Tecuamburro,14.156,-90.407
1119,Telica,12.602,-86.845
1120,Telomoyo,-7.37,110.4
1121,Tenduruk Dagi,39.356,43.874
1122,Tenerife,28.271,-16.641
1123,Tengchong,25.23,98.5
1124,Tenorio,10.673,-85.015
1125,Tepi,7.42,35.43
1126,Terceira,38.73,-27.32
1127,Terpuk,57.2,159.83
1128,The Barrier,2.32,36.57
1129,Theistareykjarbunga,65.88,-16.83
1130,Three Sisters,44.17,-121.77
1131,Thule Islands,-59.458,-27.186
1132,Tianshan Volcanic Group,42.5,82.5
1133,Ticsani,-16.755,-70.595
1134,Tilocalar,-23.97,-68.13
1135,Tin Zaouatene Volcanic Field,19.83,2.83
1136,Tindfjallajokull,63.78,-19.57
1137,Tinguiririca,-34.814,-70.352
1138,Tipas,-27.196,-68.561
1139,Titila,57.4,160.1
1140,Tjornes Fracture Zone,66.3,-17.1
1141,Tlevak Strait-Suemez Is.,55.25,-133.3
1142,Toba,2.58,98.83
1143,Tocomar,-24.2,-66.5
1144,Todra Volcanic Field,17.68,8.5
1145,Tolbachik,55.832,160.326
1146,Tolhuaca,-38.31,-71.645
1147,Tolimán,14.612,-91.189
1148,Tolmachev Dol,52.63,157.58
1149,Tomariyama [Golovnin],43.844,145.504
1150,Tombel Graben,4.75,9.67
1151,Toney Mountain,-75.8,-115.83
1152,Tongariro,-39.157,175.632
1153,Tor Zawar,30.479,67.492
1154,Torfajokull,63.92,-19.17
1155,Toroeng Prong,14.93,108.0
1156,Tosa Sucha,5.93,37.57
1157,Tralihue,-38.509,-70.898
1158,Tres Cruces,-27.08,-68.8
1159,Tres Vírgenes,27.47,-112.591
1160,Tri Sestry,45.93,149.92
1161,Trident,58.236,-155.1
1162,Trindade,-20.514,-29.331
1163,Tristan da Cunha,-37.092,-12.28
1164,Trolon,-37.738,-70.906
1165,Tromen,-37.144,-70.033
1166,Tronador,-41.157,-71.885
1167,Tseax River Cone,55.12,-128.9
1168,Tshibinda,-2.32,28.75
1169,Tskhouk-Karckar,39.73,46.02
1170,Tullu Moje,8.158,39.13
1171,Tumisa,-23.45,-67.82
1172,Tungnafellsjokull,64.73,-17.92
1173,Tungnafellsjokull,64.75,-17.916
1174,Tungurahua,-1.467,-78.442
1175,Tunkin Depression,51.5,102.5
1176,Tupungatito,-33.425,-69.797
1177,Tupungato,-33.359,-69.77
1178,Turrialba,10.025,-83.76700000000002
1179,Tutupaca,17.026,70.372
1180,Tuya Volcanic Field,59.37,-130.58
1181,Tuya Volcanic Field,59.37,-130.58
1182,Tuzgle,-24.05,-66.48
1183,Tuzovsky,57.32,159.97
1184,Ubehebe Craters,37.02,-117.45
1185,Ubinas,-16.355,-70.903
1186,Udina,55.755,160.52700000000004
1187,Udokan Plateau,56.28,117.77
1188,Ugashik-Peulik,57.75100000000001,-156.368
1189,Uinkaret Field,36.38,-133.13
1190,Uka,57.7,160.58
1191,Ukinrek Maars,57.832,-156.51
1192,Uksichan,56.08,158.38
1193,Uliaga,53.065,-169.77
1194,Ulreung,37.5,130.87
1195,Ungaran,-7.18,110.33
1196,Unnamed,57.87,-155.42
1197,Unnamed,36.67,37.0
1198,Unnamed,33.0,36.63
1199,Unnamed,5.62,38.95
1200,Unnamed,8.7,39.63
1201,Unnamed,39.38,44.988
1202,Unnamed,28.17,60.67
1203,Unnamed,8.07,39.07
1204,Unnamed,5.65,37.67
1205,Unnamed,45.022,147.019
1206,Unnamed,-76.83,163.0
1207,Unnamed,-73.45,164.58
1208,Unnamed,52.57,157.02
1209,Unnamed,10.73,-103.58
1210,Unnamed,9.83,-104.3
1211,Unnamed,52.92,158.52
1212,Unnamed,-8.27,-107.95
1213,Unnamed,52.88,158.3
1214,Unnamed,-25.078000000000007,-68.266
1215,Unnamed,56.82,158.95
1216,Unnamed,46.47,151.28
1217,Unnamed,48.08,153.33
1218,Unnamed,20.33,121.75
1219,Unnamed,-32.958,-5.22
1220,Unnamed,55.92,161.75
1221,Unnamed_ 222162,-8.624,33.583
1222,Uratman,47.12,152.25
1223,Ushishur,47.52,152.8
1224,Ushkovsky,56.113,160.509
1225,Usulután,13.419,-88.471
1226,Utila Island,16.12,-86.882
1227,Uturuncu,-22.27,-67.18
1228,Uzon,54.5,159.97
1229,Vakak Group,34.25,67.97
1230,Valles Caldera,35.87,-106.57
1231,Veer,53.75,158.45
1232,Veniaminof,56.17,-159.38
1233,Verkhovoy,56.52,159.53
1234,Vernadskii Ridge,50.55,155.97
1235,Vestmannaeyjar,63.43,-20.28
1236,Vesuvius,40.821,14.425999999999998
1237,Veteran,9.83,109.05
1238,Viedma,-49.358,-73.28
1239,Vilacollo,-18.241,-69.307
1240,Villarrica,-39.42,-71.93
1241,Vilyuchik,52.7,158.28
1242,Visoke,-1.4580000000000002,29.485
1243,Visokiy,52.43,157.93
1244,Vitim Plateau,53.7,113.3
1245,Volcán Azul,12.53,-83.87
1246,Volcán Tatio,-22.42,-68.02
1247,Voyampolsky,58.37,160.62
1248,Vsevidof,53.13,-168.69299999999996
1249,Vulcano,38.404,14.962
1250,Vulsini,42.6,11.93
1251,Vysoky,55.06399999999999,160.765
1252,Waesche,-77.17,-126.88
1253,Wapi Lava Field,42.88,-113.22
1254,Wayang-Windu,-7.212999999999999,107.637
1255,Wells Gray-Clearwater,52.33,-1230.57
1256,West Crater,45.88,-122.08
1257,West Eifel Volcanic Field,50.17,6.85
1258,West Valley Segment,48.78,-128.64
1259,Westdahl,54.518,-164.65
1260,Whangarei,-35.75,174.27
1261,White Island,-37.52,158.18
1262,Wrangell,62.0,-144.02
1263,Wright,-31.85,-179.18
1264,Wudalianchi,48.72,126.12
1265,Xianjindao,41.33,128.0
1266,Yali,36.671,27.14
1267,Yangudi,10.58,41.042
1268,Yantarni,57.019,-157.185
1269,Yanteles,43.497,72.81
1270,Yate,-41.755,-72.396
1271,Yavinsky,51.57,156.6
1272,Yellowstone,44.43,-110.67
1273,Young Island,-66.42,163.25
1274,Yucamane,-17.184,-70.196
1275,Yunaska,52.643,-170.62900000000005
1276,Zaozerny,56.88,159.95
1277,Zapatera,11.73,-85.82
1278,Zavaritsky,53.905,158.385
1279,Zavaritzki Caldera,46.925,151.95
1280,Zavodovski,-56.3,-27.57
1281,Zheltovsky,51.577,157.328
1282,Zhupanovsky,53.589,159.15
1283,Zimina,55.862,160.60299999999995
1284,Zitácuaro-Valle de Bravo,19.4,-100.25
1285,Zukur,14.02,42.75
1286,Zuni-Bandera,34.8,-108.0
