,name,latitude,longitude
765,Mehetia,-17.874,-148.068
766,Meidob Volcanic Field,15.32,26.47
767,Melbourne,-74.35,149.7
768,Melimoyu,-44.08,-72.88
769,Melville,-62.02,-57.67
770,Menengai,-0.2,36.07
771,Mentolat,-44.7,-73.08
772,Merapi,-7.54,110.446
773,Merbabu,-7.454,110.44
774,Meru,-3.25,36.75
775,Methana,37.615,23.336
776,Meullín,-45.22,-73.05
777,Mezhdusopochny,57.47,126.25
778,Michael,-57.787,-26.46
779,Michinmahuida,-42.799,-72.445
780,Michoacán-Guanajuato,19.85,-101.75
781,Middle Gobi,45.28,106.7
782,Milbanke Sound Group,52.5,-128.73
783,Milna,46.815,151.786
784,Milos,36.699,24.439
785,Miñiques,-23.82,-67.77
786,Miravalles,10.748,-85.153
787,Miscanti,-23.67,-67.72
788,Mocho-Choshuenco,-39.927,-72.027
789,Moekeshiwan [Lvinaya Past],44.608,146.994
790,Moffett,51.944,-176.747
791,Mojanda,0.13,-78.27
792,Mombacho,11.826,-85.968
793,Momotombo,12.422,-86.54
794,Monaco Bank,37.6,-25.88
795,Mono Craters,37.88,-119
796,Mono Lake Volcanic Field,38,-119.03
797,Monowai,-25.887,-177.188
798,Montagu Island,-58.42,-26.33
799,Monte Burney,-52.33,-73.4
800,Morne aux Diables,15.612,-61.43
801,Morne Diablotins,15.503,-61.397
802,Morne Plat Pays,15.255,-61.341
803,Morne Trois Pitons,15.37,-61.33
804,Morne Watt,15.307,-61.305
805,"Morning, Mount",-78.5,163.53
806,Moti,0.454,127.411
807,Moua Pihaa,-18.325,-148.525
808,Mousa Ali,12.47,42.4
809,Moutohora Island,-37.858,176.98
810,Moyorodake [Medvezhia],45.389,148.838
811,Moyuta,14.03,-90.1
812,Muhavura,-1.383,29.678
813,Muria,-6.62,110.88
814,Musuan,7.877,125.068
815,Mutnovsky,52.449,158.196
816,Nabro,13.37,41.7
817,Namarunu,1.98,36.43
818,Naolinco Volcanic Field,19.67,-96.75
819,Natib,14.72,120.4
820,Nazko,52.9,-123.72
821,Nejapa-Miraflores,12.12,-86.32
822,Nemo Peak,49.57,154.808
823,Nemrut Dagi,38.654,42.229
824,Nevado Anallajsi,-17.92,-68.92
825,Nevado Chachani,-16.191,-71.53
826,Nevado de Incahuasi,-27.033,-68.296
827,Nevado de Longaví,-36.193,-71.161
828,Nevado de los Piuquenes,-33.52,-69.83
829,Nevado de Toluca,19.108,-99.758
830,Nevado del Huila,2.93,-76.03
831,Nevado del Ruiz,4.892,-75.324
832,Nevado del Sajama,-18.1,-68.88
833,Nevado del Tolima,4.658,-75.33
834,Nevado Queva,-24.309,-66.732
835,Nevados Casiri,-17.47,-69.813
836,Nevados de Caburgua,-39.17,-70.53
837,Nevados de Chillan,-36.863,-71.377
838,Nevados Firura,-15.23,-72.63
839,Nevados Ojos del Salado,-27.109,-68.541
840,Nevis Peak,17.15,-62.58
841,Newberry,43.722,-121.229
842,Newer Volcanic Province,-37.77,142.5
843,Ngaoundere Plateau,7.25,13.67
844,Ngozi,-8.989,33.554
845,Nightingale Island,-37.42,-12.48
846,Nila,-6.73,129.5
847,Nishihitokappuyama,44.833,147.342
848,Nisyros,36.586,27.16
849,North Gorda Ridge Segment,42.67,-126.78
850,North Island,4.07,36.05
851,Northern EPR-Segment RO2,16.55,-105.32
852,Northern EPR-Segment RO3,15.83,-105.43
853,Northern Mendoza Volcanic Field,-34.67,-69
854,Nosy-Be,-13.32,48.48
855,Novarupta,58.27,-155.157
856,Nunivak Island,60.02,-166.33
857,Nyambeni Hills,0.23,37.87
858,Nyamuragira,-1.408,29.2
859,Nyiragongo,-1.52,29.25
860,Nylgimelkin,57.97,160.65
861,O&#039;a Caldera,7.47,38.58
862,Ocaña,-20.58,-68.45
863,Odamoisan [Tebenkov],45.026,147.922
864,Okataina,-38.12,176.5
865,Okmok,53.43,-168.13
866,Oku Volcanic Field,6.25,10.5
867,Ol Doinyo Eburru,-0.65,36.22
868,Ol Doinyo Lengai,-2.764,35.914
869,Ol Kokwe,0.62,36.075
870,Olca-Paruma,-20.939,-68.413
871,Olkaria,-0.904,36.292
872,Olkoviy Volcanic Group,52.02,157.53
873,Ollagüe,-21.3,-68.18
874,Olot Volcanic Field,42.17,2.53
875,Opala,52.543,157.339
876,Oraefajokull,64,-16.65
877,Orosí,10.98,-85.473
878,Osorno,-41.105,-72.496
879,Ostanets,52.146,157.322
880,Ostry,58.18,160.82
881,Otdelniy,52.22,157.428
882,Ozernoy,5.88,157.38
883,Pacaya,14.381,-90.601
884,Paco-Maniayao,9.593,125.52
885,Paka,0.92,36.18
886,Palena Volcanic Group,-43.78,-72.47
887,Pali-Aike Volcanic Field,-52.082,-69.698
888,Palinuro,39.48,14.83
889,Palomo,-34.608,-70.295
890,Paluweh,-8.32,121.708
891,Pampa Luxsar,-20.85,-68.2
892,Panarea,38.63,15.07
893,Panay,13.723,120.893
894,Paniri,-22.059,-68.228
895,Pantelleria,36.77,12.02
896,Papandayan,-7.32,107.73
897,Papayo,19.308,-98.7
898,Parinacota,-18.166,-69.142
899,Parker,6.113,124.892
900,Patah,-4.27,103.3
901,Patilla Pata,-18.05,-69.03
902,Patoc,17.147,120.98
903,Patuha,-7.16,107.4
904,Paulet,-63.579,-55.78
905,Pavlof,55.417,-161.894
906,Pavlof Sister,55.457,-161.854
907,Payún Matrú,-36.422,-69.241
908,Peinado,-26.623,-68.116
909,Pelée,14.809,-61.165
910,Penanggungan,-7.616,112.62
911,Pendan,-2.82,102.02
912,Penguin Island,-62.1,-84.93
913,Perbakti-Gagak,-6.75,106.7
914,Petacas,1.666,-76.814
915,Peter I Island,-68.85,-90.58
916,Peuet Sague,4.914,96.329
917,Pico,38.47,-28.4
918,Pico de Orizaba,19.03,-97.27
919,Pico Fracture Zone,38.75,-38.08
920,Picos Volcanic System,37.78,-25.67
921,Piedra Parada,-26.4,-68.75
922,Piip,55.42,167.33
923,Pinacate,31.772,-113.498
924,Pinatubo,15.13,120.35
925,Pino Hachado,-38.679,-70.814
926,Piratkovsky,52.113,157.849
927,Piton de la Fournaise,-21.244,55.708
928,Planchón-Peteroa,-35.223,-70.568
929,Platanar,10.3,-84.366
930,"Pleiades, The",-72.67,159.5
931,Plosky,55.2,158.47
932,Plosky,57.83,160.25
933,Poás,10.2,-84.233
934,Pocdol Mountains,13.05,123.958
935,Pogranychny,56.85,159.8
936,Popa,20.92,95.25
937,Popocatépetl,19.023,-98.622
938,Poquis,-23.02,-67.05
939,Porak,40.028,45.74
940,Porquesa,-19.958,-68.73
941,Potor,-23.2,-67.67
942,Prestahnukur,64.6,-20.58
943,Prevo Peak,47.02,152.12
944,Prince Edward Island,-46.63,37.95
945,Protector Shoal,-56.014,-28.246
946,Puelche Volcanic Field,-35.78,-70.48
947,Pular,-24.188,-68.054
948,Pulau Weh,5.82,95.28
949,Pulosari,-6.342,105.975
950,Pululagua,0.038,-78.463
951,Punta Púlpito,26.517,-111.444
952,Puntiagudo-Cordón Cenizos,-40.969,-72.264
953,Puracé,2.32,-76.4
954,Purico Complex,-23,-67.75
955,Putana,-22.557,-67.853
956,Puyehue - Cordon Caulle,-40.59,-72.117
957,Puyuhuapi,-44.3,-72.53
958,Qal&#039;eh Hasan Ali,29.4,57.57
959,Qualibou,13.83,-61.06
960,Quetena,-22.25,-67.42
961,Quetrupillan,-39.5,-71.7
962,Quezaltepeque,14.57,-89.45
963,"Quill, The",17.478,-62.96
964,Quilotoa,-0.85,-78.9
965,Quimsachata,-14.2,-71.33
966,Quinchilca,-39.68,-72.008
967,Ragang,7.7,124.5
968,Raikoke,48.292,153.25
969,Rainier,46.853,-121.76
970,Rajabasa,-5.78,105.625
971,Rakkibetsudake [Demon],45.5,148.85
972,Ranakah,-8.62,120.52
973,Ranau,-4.83,103.92
974,Raoul Island,-29.27,-201.92
975,Rasshua,47.77,153.02
976,Raung,-8.119,114.056
977,Raususan [Mendeleev],43.979,145.733
978,Recheschnoi,53.157,-168.539
979,Reclus,-50.964,-73.585
980,Redoubt,60.485,-152.742
981,Reporoa,-38.42,176.33
982,Resago,-36.45,-70.92
983,Reventador,-0.077,-77.656
984,Reykjanes,63.88,-22.5
985,Riendengan-Sempu,1.13,124.758
986,Rincón de la Vieja,10.83,-85.324
987,Rinjani,-8.42,116.47
988,Río Murta,-46.17,-72.708
989,Risco Plateado,-34.917,-69.981
990,"Ritmann, Mount",-73.45,165.5
991,Robinson Crusoe,-33.658,-78.85
992,Rocard,-17.662,-148.586
993,Rochaculla-Inca Camacha,-18.8,-68.3
994,Romanche Fracture Zone,-0.433,-19.596
995,Romanovka,55.65,158.8
996,Romeral,5.203,-75.363
997,Rota,12.55,-86.75
998,Rotorua,-38.08,176.27
999,Roundtop,54.8,-163.589
1000,Royal Society Range,-78.25,163.33
1001,Ruang,2.3,125.37
1002,Ruapehu,-39.28,175.57
1003,Rucharuyama,45.25,148.35
1004,Rudakov,45.874,149.819
1005,Rumble II West,-35.353,178.527
1006,Rumble III,-35.745,178.478
1007,Rumble IV,-36.13,178.05
1008,Rumble V,-36.142,178.196
1009,Rungwe,-9.135,33.67
1010,Ruruidake [Smirnov],44.454,146.139
1011,Saba,17.63,-63.23
1012,Sabalan,38.268,47.835
1013,Sabancaya,-15.787,-71.857
1014,Sahand,37.75,46.43
1015,Sairecábur,-22.72,-67.892
1016,Sala y Gómez,-26.47,-105.47
1017,Salak,-6.72,106.73
1018,Salton Buttes,33.2,-115.62
1019,Samsari Volcanic Center,41.542,43.7
1020,San Borja Volcanic Field,28.5,-113.75
1021,San Carlos,3.35,8.52
1022,San Cristóbal,12.702,-87.004
1023,San Diego,14.27,-89.48
1024,San Félix,-26.294,-80.112
1025,San Francisco,-26.9,-68.27
1026,San Francisco Volcanic Field,35.347,-111.678
1027,San Joaquin,3.35,8.63
1028,San Jorge,38.65,-28.08
1029,San José,-33.789,-69.895
1030,San Martín,18.57,-95.2
1031,San Miguel,13.434,-88.269
1032,San Pablo Volcanic Field,14.12,121.3
1033,San Pedro-Pellado,-35.989,-70.849
1034,San Pedro-San Pablo,-21.888,-68.391
1035,San Quintín Volcanic Field,30.468,-115.996
1036,San Salvador,13.734,-89.294
1037,San Vicente,13.595,-88.837
1038,Sand Mountain Field,44.38,121.93
1039,Sanford,62.22,-144.13
1040,Sanganguey,21.45,-104.73
1041,Sangay,-2.005,-78.341
1042,Sangeang Api,-8.2,119.07
1043,Santa Ana,13.853,-89.63
1044,Santa Isabel,3.58,8.75
1045,Santa Isabel,4.818,-75.365
1046,Santa Maria,14.756,-91.552
1047,Santo Tomas,14.71,-91.479
1048,Santo Tomas,16.33,120.55
1049,Santorini,36.404,25.396
1050,Sao Vicente,16.85,-24.97
1051,Sara Sara,-15.33,-73.45
1052,Sarik-Gajah,0.08,100.2
1053,Sarychev Peak,48.092,153.2
1054,Sashiusudake [Baransky],45.1,148.019
1055,Satah Mountain,52.47,-124.7
1056,Saunders,-57.8,-26.483
1057,Schmidt,54.92,160.63
1058,Seal Nunataks Group,-65.03,-60.05
1059,Sedankinsky,57.27,160.08
1060,Segererua Plateau,1.57,37.9
1061,Segererua Plateau,1.57,37.9
1062,Seguam,52.315,-172.51
1063,Segula,52.015,178.136
1064,Sekincau Belirang,-5.107,104.317
1065,Semeru,-8.108,112.922
1066,Semisopochnoi,51.93,179.58
1067,Serdán-Oriental,19.27,-97.47
1068,Sergief,52.05,-174.95
1069,Serua,-6.312,130.017
1070,Sete Cidades,37.87,-25.78
1071,Seulawah Agam,5.448,95.658
1072,Severny,58.28,160.87
1073,Sharat Kovakab,36.53,40.85
1074,Shasta,41.409,-122.193
1075,Sheveluch,56.653,161.36
1076,Shirinki,50.2,154.98
1077,Shishaldin,54.756,-163.97
1078,Shisheika,57.15,161.08
1079,Shishel,57.45,160.37
1080,Sibualbuali,1.556,99.255
1081,Sierra la Primavera,20.62,-103.52
1082,Sierra Negra,-0.83,-91.17
1083,Sierra Nevada,-38.58,-71.58
1084,Sierra Nevada,-26.48,-68.58
1085,Sikhote-Alin,47,137.5
1086,Silali,1.15,36.23
1087,Silay,10.77,123.23
1088,Silver Lake,40.731,-121.841
1089,Silverthrone,51.43,-126.3
1090,Sinabung,3.17,98.392
1091,Sinarka,48.875,154.175
1092,Singkut,3.248,98.501
1093,Singu Plateau,22.7,95.98
1094,Siple,-73.43,-126.67
1095,Sirung,-8.508,124.13
1096,Slamet,-7.242,109.208
1097,Snaefellsjokull,64.8,-23.78
1098,Snegovoy,58.2,160.97
1099,Snezhniy,58.02,160.8
1100,Snowy Mountain,58.336,-154.682
1101,Soche,0.552,-77.58
1102,Socompa,-24.396,-68.246
1103,Socorro,18.78,-110.95
1104,Soda Lakes,39.53,-118.87
1105,Soda Lakes,39.53,-118.87
1106,Sodore,8.43,39.35
1107,Solimana,15.4,-72.9
1108,Sollipulli,-38.97,-71.52
1109,Soputan,1.112,124.737
1110,Sordo Lucas,-34.987,-70.456
1111,Sorikmarapi,0.686,99.539
1112,Sotará,2.108,-76.592
1113,Soufrière Guadeloupe,16.044,-61.664
1114,Soufrière Hills,16.72,-62.18
1115,Soufrière St. Vincent,13.33,-61.18
1116,South Island,2.63,36.6
1117,Southern Thule,-59.442,-27.225
1118,Spectrum Range,57043,-130.68
1119,Spokoiny,58.13,160.82
1120,Spurr,61.299,-152.251
1121,Srednii,47.6,140.92
1122,St. Catherine,12.15,-61.67
1123,St. Helens,46.2,-122.18
1124,St. Michael,63.45,-162.12
1125,St. Paul,-38.72,77.53
1126,St. Paul Island,57.18,-170.3
1127,Steamboat Springs,39.375,-119.72
1128,Stellar,58.43,-154.4
1129,Stepovak Bay 2,55.913,-160.041
1130,Stepovak Bay 3,55.929,-160.002
1131,Stepovak Bay 4,55.954,-159.797
1132,Stromboli,38.789,15.213
1133,Sturge Island,-67.4,164.83
1134,Suchitán,14.4,-89.78
1135,Sukaria Caldera,-8.792,121.77
1136,Sumaco,-0.538,-77.626
1137,Sumbing,-2.414,101.728
1138,Sumbing,-7.384,110.07
1139,Sundoro,-7.3,109.992
1140,Sunequera,-21.98,-67.23
1141,Suoh,-5.25,104.27
1142,Suswa,-1.175,36.35
1143,SW Usangu Basin,-8.75,33.8
1144,Taal,14.002,120.993
1145,Taapaca,-18.1,-69.5
1146,Taburete,13.435,-88.532
1147,Tacaná,15.132,-92.109
1148,Tacora,-17.72,-69.77
1149,Taftan,28.6,61.13
1150,Tahalra Volcanic Field,22.67,5
1151,Tahual,14.43,-89.9
1152,Tajumulco,15.043,-91.903
1153,Takahe,-76.28,-112.08
1154,Takawangha,51.873,-178.006
1155,Talagabodas,-7.208,108.07
1156,Talakmau,0.079,99.98
1157,Talang,-0.978,100.679
1158,Tambo Quemado,-18.62,-68.75
1159,Tambora,-8.25,118
1160,Tampomas,-6.77,107.95
1161,Tana,52.83,-169.77
1162,Tanaga,51.885,-178.146
1163,Tandikat-Singgalang,-0.39,100.331
1164,Tangaroa,-36.321,178.028
1165,Tangkoko-Duasudara,1.518,125.185
1166,Tangkubanparahu,-6.77,107.6
1167,Tao-Rusyr Caldera,49.35,154.7
1168,Tarakan,1.83,127.83
1169,Taranaki [Egmont],-39.3,174.07
1170,Tarso Toh,21.33,16.33
1171,Tarso Tousside,21.03,16.45
1172,Tarso Voon,20.92,17.28
1173,Taryatu-Chulutu,48.17,99.7
1174,Tat Ali,13.284,41.063
1175,Tata Sabaya,-19.13,-68.53
1176,Taunshits,54.528,159.804
1177,Taupo,-38.82,176
1178,Teahitia,-17.564,-148.821
1179,Tecapa,13.494,-88.502
1180,Tecuamburro,14.156,-90.407
1181,Telica,12.602,-86.845
1182,Telomoyo,-7.37,110.4
1183,Tenduruk Dagi,39.356,43.874
1184,Tenerife,28.271,-16.641
1185,Tengchong,25.23,98.5
1186,Tengger Caldera,-7.942,112.95
1187,Tenorio,10.673,-85.015
1188,Teon,-6.976,129.144
1189,Tepi,7.42,35.43
1190,Terceira,38.73,-27.32
1191,Terpuk,57.2,159.83
1192,The Barrier,2.32,36.57
1193,Theistareykjarbunga,65.88,-16.83
1194,Three Sisters,44.17,-121.77
1195,Thule Islands,-59.458,-27.186
1196,Tianshan Volcanic Group,42.5,82.5
1197,Ticsani,-16.755,-70.595
1198,Tidore,0.658,127.4
1199,Tigalalu,0.07,127.42
1200,Tilocalar,-23.97,-68.13
1201,Tin Zaouatene Volcanic Field,19.83,2.83
1202,Tindfjallajokull,63.78,-19.57
1203,Tinguiririca,-34.814,-70.352
1204,Tipas,-27.196,-68.561
1205,Titila,57.4,160.1
1206,Tjornes Fracture Zone,66.3,-17.1
1207,Tlevak Strait-Suemez Is.,55.25,-133.3
1208,Toba,2.58,98.83
1209,Tobaru,1.63,127.67
1210,Tocomar,-24.2,-66.5
1211,Todoko-Ranu,1.25,127.47
1212,Todra Volcanic Field,17.68,8.5
1213,Tolbachik,55.832,160.326
1214,Tolhuaca,-38.31,-71.645
1215,Tolimán,14.612,-91.189
1216,Tolmachev Dol,52.63,157.58
1217,Tomariyama [Golovnin],43.844,145.504
1218,Tombel Graben,4.75,9.67
1219,Tondano,1.23,124.83
1220,Toney Mountain,-75.8,-115.83
1221,Tongariro,-39.157,175.632
1222,Tor Zawar,30.479,67.492
1223,Torfajokull,63.92,-19.17
1224,Toroeng Prong,14.93,108
1225,Tosa Sucha,5.93,37.57
1226,Tralihue,-38.509,-70.898
1227,Tres Cruces,-27.08,-68.8
1228,Tres Vírgenes,27.47,-112.591
1229,Tri Sestry,45.93,149.92
1230,Trident,58.236,-155.1
1231,Trindade,-20.514,-29.331
1232,Tristan da Cunha,-37.092,-12.28
1233,Trolon,-37.738,-70.906
1234,Tromen,-37.144,-70.033
1235,Tronador,-41.157,-71.885
1236,Tseax River Cone,55.12,-128.9
1237,Tshibinda,-2.32,28.75
1238,Tskhouk-Karckar,39.73,46.02
1239,Tullu Moje,8.158,39.13
1240,Tumisa,-23.45,-67.82
1241,Tungnafellsjokull,64.73,-17.92
1242,Tungnafellsjokull,64.75,-17.916
1243,Tungurahua,-1.467,-78.442
1244,Tunkin Depression,51.5,102.5
1245,Tupungatito,-33.425,-69.797
1246,Tupungato,-33.359,-69.77
1247,Turrialba,10.025,-83.767
1248,Tutupaca,17.026,70.372
1249,Tuya Volcanic Field,59.37,-130.58
1250,Tuya Volcanic Field,59.37,-130.58
1251,Tuzgle,-24.05,-66.48
1252,Tuzovsky,57.32,159.97
1253,Ubehebe Craters,37.02,-117.45
1254,Ubinas,-16.355,-70.903
1255,Udina,55.755,160.527
1256,Udokan Plateau,56.28,117.77
1257,Ugashik-Peulik,57.751,-156.368
1258,Uinkaret Field,36.38,-133.13
1259,Uka,57.7,160.58
1260,Ukinrek Maars,57.832,-156.51
1261,Uksichan,56.08,158.38
1262,Uliaga,53.065,-169.77
1263,Ulreung,37.5,130.87
1264,Ungaran,-7.18,110.33
1265,Unnamed,57.87,-155.42
1266,Unnamed,36.67,37
1267,Unnamed,33,36.63
1268,Unnamed,5.62,38.95
1269,Unnamed,8.7,39.63
1270,Unnamed,39.38,44.988
1271,Unnamed,28.17,60.67
1272,Unnamed,8.07,39.07
1273,Unnamed,5.65,37.67
1274,Unnamed,45.022,147.019
1275,Unnamed,-76.83,163
1276,Unnamed,-73.45,164.58
1277,Unnamed,52.57,157.02
1278,Unnamed,10.73,-103.58
1279,Unnamed,9.83,-104.3
1280,Unnamed,52.92,158.52
1281,Unnamed,-8.27,-107.95
1282,Unnamed,52.88,158.3
1283,Unnamed,-25.078,-68.266
1284,Unnamed,56.82,158.95
1285,Unnamed,46.47,151.28
1286,Unnamed,48.08,153.33
1287,Unnamed,20.33,121.75
1288,Unnamed,-32.958,-5.22
1289,Unnamed,55.92,161.75
1290,Unnamed_ 222162,-8.624,33.583
1291,Uratman,47.12,152.25
1292,Ushishur,47.52,152.8
1293,Ushkovsky,56.113,160.509
1294,Usulután,13.419,-88.471
1295,Utila Island,16.12,-86.882
1296,Uturuncu,-22.27,-67.18
1297,Uzon,54.5,159.97
1298,Vakak Group,34.25,67.97
1299,Valles Caldera,35.87,-106.57
1300,Veer,53.75,158.45
1301,Veniaminof,56.17,-159.38
1302,Verkhovoy,56.52,159.53
1303,Vernadskii Ridge,50.55,155.97
1304,Vestmannaeyjar,63.43,-20.28
1305,Vesuvius,40.821,14.426
1306,Veteran,9.83,109.05
1307,Viedma,-49.358,-73.28
1308,Vilacollo,-18.241,-69.307
1309,Villarrica,-39.42,-71.93
1310,Vilyuchik,52.7,158.28
1311,Visoke,-1.458,29.485
1312,Visokiy,52.43,157.93
1313,Vitim Plateau,53.7,113.3
1314,Volcán Azul,12.53,-83.87
1315,Volcán Tatio,-22.42,-68.02
1316,Voyampolsky,58.37,160.62
1317,Vsevidof,53.13,-168.693
1318,Vulcano,38.404,14.962
1319,Vulsini,42.6,11.93
1320,Vysoky,55.064,160.765
1321,Waesche,-77.17,-126.88
1322,Wai Sano,-8.72,120.02
1323,Wapi Lava Field,42.88,-113.22
1324,Wayang-Windu,-7.213,107.637
1325,Wells Gray-Clearwater,52.33,-1230.57
1326,West Crater,45.88,-122.08
1327,West Eifel Volcanic Field,50.17,6.85
1328,West Valley Segment,48.78,-128.64
1329,Westdahl,54.518,-164.65
1330,Whangarei,-35.75,174.27
1331,White Island,-37.52,158.18
1332,Wilis,-7.808,111.758
1333,Wrangell,62,-144.02
1334,Wright,-31.85,-179.18
1335,Wudalianchi,48.72,126.12
1336,Wurlali,-7.125,128.675
1337,Xianjindao,41.33,128
1338,Yali,36.671,27.14
1339,Yangudi,10.58,41.042
1340,Yantarni,57.019,-157.185
1341,Yanteles,43.497,72.81
1342,Yate,-41.755,-72.396
1343,Yavinsky,51.57,156.6
1344,Yellowstone,44.43,-110.67
1345,Young Island,-66.42,163.25
1346,Yucamane,-17.184,-70.196
1347,Yunaska,52.643,-170.629
1348,Zaozerny,56.88,159.95
1349,Zapatera,11.73,-85.82
1350,Zavaritsky,53.905,158.385
1351,Zavaritzki Caldera,46.925,151.95
1352,Zavodovski,-56.3,-27.57
1353,Zheltovsky,51.577,157.328
1354,Zhupanovsky,53.589,159.15
1355,Zimina,55.862,160.603
1356,Zitácuaro-Valle de Bravo,19.4,-100.25
1357,Zukur,14.02,42.75
1358,Zuni-Bandera,34.8,-108
