,name,url,slug,id,api_endpoint
181,South America,https://comet.nerc.ac.uk/location/south-america/,south-america,53,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/53
182,Africa and Red Sea,https://comet.nerc.ac.uk/location/africa-and-red-sea/,africa-and-red-sea,42,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/42
183,Philippines and SE Asia,https://comet.nerc.ac.uk/location/philippines-and-se-asia/,philippines-and-se-asia,56,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/56
184,Philippines and SE Asia,https://comet.nerc.ac.uk/location/philippines-and-se-asia/,philippines-and-se-asia,56,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/56
185,Mediterranean and W. Asia,https://comet.nerc.ac.uk/location/mediterranean-and-w-asia/,mediterranean-and-w-asia,48,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/48
186,South America,https://comet.nerc.ac.uk/location/south-america/,south-america,53,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/53
187,Antarctica,https://comet.nerc.ac.uk/location/antarctica/,antarctica,47,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/47
188,South America,https://comet.nerc.ac.uk/location/south-america/,south-america,53,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/53
189,South America,https://comet.nerc.ac.uk/location/south-america/,south-america,53,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/53
190,Alaska,https://comet.nerc.ac.uk/location/alaska/,alaska,45,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/45
191,South America,https://comet.nerc.ac.uk/location/south-america/,south-america,53,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/53
192,Canada and Western USA,https://comet.nerc.ac.uk/location/canada-and-western-usa/,canada-and-western-usa,43,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/43
193,South America,https://comet.nerc.ac.uk/location/south-america/,south-america,53,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/53
194,South America,https://comet.nerc.ac.uk/location/south-america/,south-america,53,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/53
195,Canada and Western USA,https://comet.nerc.ac.uk/location/canada-and-western-usa/,canada-and-western-usa,43,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/43
196,South America,https://comet.nerc.ac.uk/location/south-america/,south-america,53,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/53
197,Mexico and Central America,https://comet.nerc.ac.uk/location/mexico-and-central-america/,mexico-and-central-america,41,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/41
198,Philippines and SE Asia,https://comet.nerc.ac.uk/location/philippines-and-se-asia/,philippines-and-se-asia,56,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/56
199,Africa and Red Sea,https://comet.nerc.ac.uk/location/africa-and-red-sea/,africa-and-red-sea,42,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/42
200,Indonesia,https://comet.nerc.ac.uk/location/indonesia/,indonesia,57,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/57
201,South America,https://comet.nerc.ac.uk/location/south-america/,south-america,53,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/53
202,South America,https://comet.nerc.ac.uk/location/south-america/,south-america,53,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/53
203,South America,https://comet.nerc.ac.uk/location/south-america/,south-america,53,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/53
204,South America,https://comet.nerc.ac.uk/location/south-america/,south-america,53,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/53
205,South America,https://comet.nerc.ac.uk/location/south-america/,south-america,53,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/53
206,South America,https://comet.nerc.ac.uk/location/south-america/,south-america,53,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/53
207,South America,https://comet.nerc.ac.uk/location/south-america/,south-america,53,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/53
208,South America,https://comet.nerc.ac.uk/location/south-america/,south-america,53,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/53
209,South America,https://comet.nerc.ac.uk/location/south-america/,south-america,53,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/53
210,Mexico and Central America,https://comet.nerc.ac.uk/location/mexico-and-central-america/,mexico-and-central-america,41,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/41
211,South America,https://comet.nerc.ac.uk/location/south-america/,south-america,53,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/53
212,South America,https://comet.nerc.ac.uk/location/south-america/,south-america,53,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/53
213,South America,https://comet.nerc.ac.uk/location/south-america/,south-america,53,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/53
214,South America,https://comet.nerc.ac.uk/location/south-america/,south-america,53,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/53
215,South America,https://comet.nerc.ac.uk/location/south-america/,south-america,53,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/53
216,South America,https://comet.nerc.ac.uk/location/south-america/,south-america,53,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/53
